node_costs,computation_time_ms,instance,selected_nodes_count,total_nodes,path_length,algorithm,objective_value,base_algorithm
34916,4,TSPB,100,200,19102,GreedyCycle2Regret_w1_1_start19,54018,GreedyCycle2Regret_w1_1
26124,4,TSPB,100,200,21075,GreedyCycle2Regret_w1_1_start20,47199,GreedyCycle2Regret_w1_1
32661,4,TSPB,100,200,19327,GreedyCycle2Regret_w1_1_start21,51988,GreedyCycle2Regret_w1_1
27642,4,TSPB,100,200,20514,GreedyCycle2Regret_w1_1_start22,48156,GreedyCycle2Regret_w1_1
26586,4,TSPB,100,200,21074,GreedyCycle2Regret_w1_1_start23,47660,GreedyCycle2Regret_w1_1
34276,4,TSPB,100,200,18391,GreedyCycle2Regret_w1_1_start24,52667,GreedyCycle2Regret_w1_1
33480,4,TSPB,100,200,20314,GreedyCycle2Regret_w1_1_start25,53794,GreedyCycle2Regret_w1_1
30229,4,TSPB,100,200,21475,GreedyCycle2Regret_w1_1_start26,51704,GreedyCycle2Regret_w1_1
34916,4,TSPB,100,200,19102,GreedyCycle2Regret_w1_1_start27,54018,GreedyCycle2Regret_w1_1
26659,4,TSPB,100,200,20891,GreedyCycle2Regret_w1_1_start28,47550,GreedyCycle2Regret_w1_1
33092,4,TSPB,100,200,18657,GreedyCycle2Regret_w1_1_start29,51749,GreedyCycle2Regret_w1_1
32463,4,TSPB,100,200,20435,GreedyCycle2Regret_w1_1_start30,52898,GreedyCycle2Regret_w1_1
31253,4,TSPB,100,200,20490,GreedyCycle2Regret_w1_1_start31,51743,GreedyCycle2Regret_w1_1
33650,4,TSPB,100,200,19033,GreedyCycle2Regret_w1_1_start32,52683,GreedyCycle2Regret_w1_1
33092,4,TSPB,100,200,18657,GreedyCycle2Regret_w1_1_start33,51749,GreedyCycle2Regret_w1_1
29308,4,TSPB,100,200,21661,GreedyCycle2Regret_w1_1_start34,50969,GreedyCycle2Regret_w1_1
33092,4,TSPB,100,200,18657,GreedyCycle2Regret_w1_1_start35,51749,GreedyCycle2Regret_w1_1
32332,4,TSPB,100,200,20266,GreedyCycle2Regret_w1_1_start36,52598,GreedyCycle2Regret_w1_1
28559,4,TSPB,100,200,21125,GreedyCycle2Regret_w1_1_start37,49684,GreedyCycle2Regret_w1_1
34090,4,TSPB,100,200,19561,GreedyCycle2Regret_w1_1_start38,53651,GreedyCycle2Regret_w1_1
33088,4,TSPB,100,200,18829,GreedyCycle2Regret_w1_1_start39,51917,GreedyCycle2Regret_w1_1
33585,4,TSPB,100,200,19069,GreedyCycle2Regret_w1_1_start40,52654,GreedyCycle2Regret_w1_1
28393,4,TSPB,100,200,21139,GreedyCycle2Regret_w1_1_start41,49532,GreedyCycle2Regret_w1_1
32200,4,TSPB,100,200,20596,GreedyCycle2Regret_w1_1_start42,52796,GreedyCycle2Regret_w1_1
30089,4,TSPB,100,200,20914,GreedyCycle2Regret_w1_1_start43,51003,GreedyCycle2Regret_w1_1
34693,4,TSPB,100,200,18861,GreedyCycle2Regret_w1_1_start44,53554,GreedyCycle2Regret_w1_1
32332,4,TSPB,100,200,19921,GreedyCycle2Regret_w1_1_start45,52253,GreedyCycle2Regret_w1_1
32181,4,TSPB,100,200,19917,GreedyCycle2Regret_w1_1_start46,52098,GreedyCycle2Regret_w1_1
26659,4,TSPB,100,200,21263,GreedyCycle2Regret_w1_1_start47,47922,GreedyCycle2Regret_w1_1
28050,4,TSPB,100,200,20992,GreedyCycle2Regret_w1_1_start48,49042,GreedyCycle2Regret_w1_1
28099,4,TSPB,100,200,21139,GreedyCycle2Regret_w1_1_start49,49238,GreedyCycle2Regret_w1_1
31494,4,TSPB,100,200,20554,GreedyCycle2Regret_w1_1_start50,52048,GreedyCycle2Regret_w1_1
32060,4,TSPB,100,200,20393,GreedyCycle2Regret_w1_1_start51,52453,GreedyCycle2Regret_w1_1
27781,5,TSPB,100,200,20562,GreedyCycle2Regret_w1_1_start52,48343,GreedyCycle2Regret_w1_1
27837,4,TSPB,100,200,20472,GreedyCycle2Regret_w1_1_start53,48309,GreedyCycle2Regret_w1_1
31253,4,TSPB,100,200,20490,GreedyCycle2Regret_w1_1_start54,51743,GreedyCycle2Regret_w1_1
26454,4,TSPB,100,200,21600,GreedyCycle2Regret_w1_1_start55,48054,GreedyCycle2Regret_w1_1
32606,4,TSPB,100,200,19720,GreedyCycle2Regret_w1_1_start56,52326,GreedyCycle2Regret_w1_1
26659,4,TSPB,100,200,20891,GreedyCycle2Regret_w1_1_start57,47550,GreedyCycle2Regret_w1_1
32332,4,TSPB,100,200,19929,GreedyCycle2Regret_w1_1_start58,52261,GreedyCycle2Regret_w1_1
26659,4,TSPB,100,200,20891,GreedyCycle2Regret_w1_1_start59,47550,GreedyCycle2Regret_w1_1
26124,4,TSPB,100,200,21075,GreedyCycle2Regret_w1_1_start60,47199,GreedyCycle2Regret_w1_1
32332,4,TSPB,100,200,20266,GreedyCycle2Regret_w1_1_start61,52598,GreedyCycle2Regret_w1_1
26454,5,TSPB,100,200,21600,GreedyCycle2Regret_w1_1_start62,48054,GreedyCycle2Regret_w1_1
34321,4,TSPB,100,200,18892,GreedyCycle2Regret_w1_1_start63,53213,GreedyCycle2Regret_w1_1
30385,4,TSPB,100,200,21182,GreedyCycle2Regret_w1_1_start64,51567,GreedyCycle2Regret_w1_1
32652,4,TSPB,100,200,17520,GreedyCycle2Regret_w1_1_start65,50172,GreedyCycle2Regret_w1_1
26401,4,TSPB,100,200,21246,GreedyCycle2Regret_w1_1_start66,47647,GreedyCycle2Regret_w1_1
32477,4,TSPB,100,200,19669,GreedyCycle2Regret_w1_1_start67,52146,GreedyCycle2Regret_w1_1
34597,4,TSPB,100,200,19699,GreedyCycle2Regret_w1_1_start68,54296,GreedyCycle2Regret_w1_1
33860,4,TSPB,100,200,18615,GreedyCycle2Regret_w1_1_start69,52475,GreedyCycle2Regret_w1_1
32511,3,TSPB,100,200,17572,GreedyCycle2Regret_w1_1_start70,50083,GreedyCycle2Regret_w1_1
32344,3,TSPB,100,200,19410,GreedyCycle2Regret_w1_1_start71,51754,GreedyCycle2Regret_w1_1
33585,4,TSPB,100,200,19069,GreedyCycle2Regret_w1_1_start72,52654,GreedyCycle2Regret_w1_1
31253,4,TSPB,100,200,20490,GreedyCycle2Regret_w1_1_start73,51743,GreedyCycle2Regret_w1_1
32330,4,TSPB,100,200,19792,GreedyCycle2Regret_w1_1_start74,52122,GreedyCycle2Regret_w1_1
30585,4,TSPB,100,200,21468,GreedyCycle2Regret_w1_1_start75,52053,GreedyCycle2Regret_w1_1
30708,4,TSPB,100,200,21231,GreedyCycle2Regret_w1_1_start76,51939,GreedyCycle2Regret_w1_1
38926,4,TSPB,100,200,17821,GreedyCycle2Regret_w1_1_start77,56747,GreedyCycle2Regret_w1_1
32332,4,TSPB,100,200,19921,GreedyCycle2Regret_w1_1_start78,52253,GreedyCycle2Regret_w1_1
33051,4,TSPB,100,200,20132,GreedyCycle2Regret_w1_1_start79,53183,GreedyCycle2Regret_w1_1
31253,4,TSPB,100,200,20325,GreedyCycle2Regret_w1_1_start80,51578,GreedyCycle2Regret_w1_1
30293,4,TSPB,100,200,21460,GreedyCycle2Regret_w1_1_start81,51753,GreedyCycle2Regret_w1_1
32661,4,TSPB,100,200,19327,GreedyCycle2Regret_w1_1_start82,51988,GreedyCycle2Regret_w1_1
27787,4,TSPB,100,200,20796,GreedyCycle2Regret_w1_1_start83,48583,GreedyCycle2Regret_w1_1
33571,4,TSPB,100,200,18320,GreedyCycle2Regret_w1_1_start84,51891,GreedyCycle2Regret_w1_1
32114,4,TSPB,100,200,18933,GreedyCycle2Regret_w1_1_start85,51047,GreedyCycle2Regret_w1_1
27045,4,TSPB,100,200,21090,GreedyCycle2Regret_w1_1_start86,48135,GreedyCycle2Regret_w1_1
32606,4,TSPB,100,200,19324,GreedyCycle2Regret_w1_1_start87,51930,GreedyCycle2Regret_w1_1
30142,4,TSPB,100,200,21219,GreedyCycle2Regret_w1_1_start88,51361,GreedyCycle2Regret_w1_1
30229,4,TSPB,100,200,21475,GreedyCycle2Regret_w1_1_start89,51704,GreedyCycle2Regret_w1_1
32925,4,TSPB,100,200,19212,GreedyCycle2Regret_w1_1_start90,52137,GreedyCycle2Regret_w1_1
32332,4,TSPB,100,200,20266,GreedyCycle2Regret_w1_1_start91,52598,GreedyCycle2Regret_w1_1
32783,4,TSPB,100,200,19113,GreedyCycle2Regret_w1_1_start92,51896,GreedyCycle2Regret_w1_1
31453,4,TSPB,100,200,21469,GreedyCycle2Regret_w1_1_start93,52922,GreedyCycle2Regret_w1_1
26659,4,TSPB,100,200,21263,GreedyCycle2Regret_w1_1_start94,47922,GreedyCycle2Regret_w1_1
27045,4,TSPB,100,200,21090,GreedyCycle2Regret_w1_1_start95,48135,GreedyCycle2Regret_w1_1
33679,4,TSPB,100,200,19040,GreedyCycle2Regret_w1_1_start96,52719,GreedyCycle2Regret_w1_1
30293,4,TSPB,100,200,21460,GreedyCycle2Regret_w1_1_start97,51753,GreedyCycle2Regret_w1_1
31563,3,TSPB,100,200,19765,GreedyCycle2Regret_w1_1_start98,51328,GreedyCycle2Regret_w1_1
27077,4,TSPB,100,200,20918,GreedyCycle2Regret_w1_1_start99,47995,GreedyCycle2Regret_w1_1
33585,5,TSPB,100,200,19141,GreedyCycle2Regret_w1_1_start100,52726,GreedyCycle2Regret_w1_1
27350,4,TSPB,100,200,20699,GreedyCycle2Regret_w1_1_start101,48049,GreedyCycle2Regret_w1_1
33585,4,TSPB,100,200,19069,GreedyCycle2Regret_w1_1_start102,52654,GreedyCycle2Regret_w1_1
30229,4,TSPB,100,200,21475,GreedyCycle2Regret_w1_1_start103,51704,GreedyCycle2Regret_w1_1
28201,4,TSPB,100,200,20990,GreedyCycle2Regret_w1_1_start104,49191,GreedyCycle2Regret_w1_1
32114,4,TSPB,100,200,20058,GreedyCycle2Regret_w1_1_start105,52172,GreedyCycle2Regret_w1_1
26454,4,TSPB,100,200,21600,GreedyCycle2Regret_w1_1_start106,48054,GreedyCycle2Regret_w1_1
32852,4,TSPB,100,200,19304,GreedyCycle2Regret_w1_1_start107,52156,GreedyCycle2Regret_w1_1
32852,4,TSPB,100,200,20660,GreedyCycle2Regret_w1_1_start108,53512,GreedyCycle2Regret_w1_1
33092,4,TSPB,100,200,18657,GreedyCycle2Regret_w1_1_start109,51749,GreedyCycle2Regret_w1_1
31965,4,TSPB,100,200,21005,GreedyCycle2Regret_w1_1_start110,52970,GreedyCycle2Regret_w1_1
28201,4,TSPB,100,200,21005,GreedyCycle2Regret_w1_1_start111,49206,GreedyCycle2Regret_w1_1
34916,4,TSPB,100,200,19040,GreedyCycle2Regret_w1_1_start112,53956,GreedyCycle2Regret_w1_1
27642,4,TSPB,100,200,20657,GreedyCycle2Regret_w1_1_start113,48299,GreedyCycle2Regret_w1_1
26943,5,TSPB,100,200,21255,GreedyCycle2Regret_w1_1_start114,48198,GreedyCycle2Regret_w1_1
34321,4,TSPB,100,200,18892,GreedyCycle2Regret_w1_1_start115,53213,GreedyCycle2Regret_w1_1
32759,3,TSPB,100,200,20446,GreedyCycle2Regret_w1_1_start116,53205,GreedyCycle2Regret_w1_1
31253,4,TSPB,100,200,20428,GreedyCycle2Regret_w1_1_start117,51681,GreedyCycle2Regret_w1_1
33171,4,TSPB,100,200,20044,GreedyCycle2Regret_w1_1_start118,53215,GreedyCycle2Regret_w1_1
33142,4,TSPB,100,200,18193,GreedyCycle2Regret_w1_1_start119,51335,GreedyCycle2Regret_w1_1
32380,4,TSPB,100,200,19665,GreedyCycle2Regret_w1_1_start120,52045,GreedyCycle2Regret_w1_1
34916,4,TSPB,100,200,19133,GreedyCycle2Regret_w1_1_start121,54049,GreedyCycle2Regret_w1_1
33001,4,TSPB,100,200,19481,GreedyCycle2Regret_w1_1_start122,52482,GreedyCycle2Regret_w1_1
33181,4,TSPB,100,200,19973,GreedyCycle2Regret_w1_1_start123,53154,GreedyCycle2Regret_w1_1
26454,4,TSPB,100,200,21475,GreedyCycle2Regret_w1_1_start124,47929,GreedyCycle2Regret_w1_1
33532,4,TSPB,100,200,19193,GreedyCycle2Regret_w1_1_start125,52725,GreedyCycle2Regret_w1_1
28888,4,TSPB,100,200,20314,GreedyCycle2Regret_w1_1_start126,49202,GreedyCycle2Regret_w1_1
30229,4,TSPB,100,200,21475,GreedyCycle2Regret_w1_1_start127,51704,GreedyCycle2Regret_w1_1
30090,4,TSPB,100,200,21147,GreedyCycle2Regret_w1_1_start128,51237,GreedyCycle2Regret_w1_1
29601,4,TSPB,100,200,21168,GreedyCycle2Regret_w1_1_start129,50769,GreedyCycle2Regret_w1_1
27077,3,TSPB,100,200,20918,GreedyCycle2Regret_w1_1_start130,47995,GreedyCycle2Regret_w1_1
32295,4,TSPB,100,200,19591,GreedyCycle2Regret_w1_1_start131,51886,GreedyCycle2Regret_w1_1
28752,4,TSPB,100,200,20332,GreedyCycle2Regret_w1_1_start132,49084,GreedyCycle2Regret_w1_1
33585,4,TSPB,100,200,19298,GreedyCycle2Regret_w1_1_start133,52883,GreedyCycle2Regret_w1_1
33151,4,TSPB,100,200,18275,GreedyCycle2Regret_w1_1_start134,51426,GreedyCycle2Regret_w1_1
33585,4,TSPB,100,200,19069,GreedyCycle2Regret_w1_1_start135,52654,GreedyCycle2Regret_w1_1
31253,4,TSPB,100,200,20325,GreedyCycle2Regret_w1_1_start136,51578,GreedyCycle2Regret_w1_1
30154,4,TSPB,100,200,21239,GreedyCycle2Regret_w1_1_start137,51393,GreedyCycle2Regret_w1_1
33092,4,TSPB,100,200,18657,GreedyCycle2Regret_w1_1_start138,51749,GreedyCycle2Regret_w1_1
33457,4,TSPB,100,200,18396,GreedyCycle2Regret_w1_1_start139,51853,GreedyCycle2Regret_w1_1
27077,4,TSPB,100,200,20918,GreedyCycle2Regret_w1_1_start140,47995,GreedyCycle2Regret_w1_1
30293,4,TSPB,100,200,21460,GreedyCycle2Regret_w1_1_start141,51753,GreedyCycle2Regret_w1_1
32332,4,TSPB,100,200,19921,GreedyCycle2Regret_w1_1_start142,52253,GreedyCycle2Regret_w1_1
32877,4,TSPB,100,200,19758,GreedyCycle2Regret_w1_1_start143,52635,GreedyCycle2Regret_w1_1
28181,4,TSPB,100,200,21240,GreedyCycle2Regret_w1_1_start144,49421,GreedyCycle2Regret_w1_1
32511,4,TSPB,100,200,17572,GreedyCycle2Regret_w1_1_start145,50083,GreedyCycle2Regret_w1_1
30293,4,TSPB,100,200,21460,GreedyCycle2Regret_w1_1_start146,51753,GreedyCycle2Regret_w1_1
31194,4,TSPB,100,200,19884,GreedyCycle2Regret_w1_1_start147,51078,GreedyCycle2Regret_w1_1
26401,4,TSPB,100,200,21246,GreedyCycle2Regret_w1_1_start148,47647,GreedyCycle2Regret_w1_1
26659,4,TSPB,100,200,20891,GreedyCycle2Regret_w1_1_start149,47550,GreedyCycle2Regret_w1_1
33311,4,TSPB,100,200,18663,GreedyCycle2Regret_w1_1_start150,51974,GreedyCycle2Regret_w1_1
33509,4,TSPB,100,200,18514,GreedyCycle2Regret_w1_1_start151,52023,GreedyCycle2Regret_w1_1
27077,4,TSPB,100,200,20918,GreedyCycle2Regret_w1_1_start152,47995,GreedyCycle2Regret_w1_1
29640,4,TSPB,100,200,21461,GreedyCycle2Regret_w1_1_start153,51101,GreedyCycle2Regret_w1_1
27226,4,TSPB,100,200,21083,GreedyCycle2Regret_w1_1_start154,48309,GreedyCycle2Regret_w1_1
33092,4,TSPB,100,200,19055,GreedyCycle2Regret_w1_1_start155,52147,GreedyCycle2Regret_w1_1
33509,4,TSPB,100,200,18514,GreedyCycle2Regret_w1_1_start156,52023,GreedyCycle2Regret_w1_1
28713,4,TSPB,100,200,21355,GreedyCycle2Regret_w1_1_start157,50068,GreedyCycle2Regret_w1_1
29804,4,TSPB,100,200,20485,GreedyCycle2Regret_w1_1_start158,50289,GreedyCycle2Regret_w1_1
33033,4,TSPB,100,200,17976,GreedyCycle2Regret_w1_1_start159,51009,GreedyCycle2Regret_w1_1
32964,4,TSPB,100,200,18828,GreedyCycle2Regret_w1_1_start160,51792,GreedyCycle2Regret_w1_1
32511,4,TSPB,100,200,17572,GreedyCycle2Regret_w1_1_start161,50083,GreedyCycle2Regret_w1_1
31253,4,TSPB,100,200,20325,GreedyCycle2Regret_w1_1_start162,51578,GreedyCycle2Regret_w1_1
30229,4,TSPB,100,200,21482,GreedyCycle2Regret_w1_1_start163,51711,GreedyCycle2Regret_w1_1
31253,4,TSPB,100,200,20490,GreedyCycle2Regret_w1_1_start164,51743,GreedyCycle2Regret_w1_1
30229,4,TSPB,100,200,21621,GreedyCycle2Regret_w1_1_start165,51850,GreedyCycle2Regret_w1_1
27642,4,TSPB,100,200,20657,GreedyCycle2Regret_w1_1_start166,48299,GreedyCycle2Regret_w1_1
33491,4,TSPB,100,200,18469,GreedyCycle2Regret_w1_1_start167,51960,GreedyCycle2Regret_w1_1
30054,4,TSPB,100,200,20854,GreedyCycle2Regret_w1_1_start168,50908,GreedyCycle2Regret_w1_1
28752,4,TSPB,100,200,20332,GreedyCycle2Regret_w1_1_start169,49084,GreedyCycle2Regret_w1_1
27077,4,TSPB,100,200,20918,GreedyCycle2Regret_w1_1_start170,47995,GreedyCycle2Regret_w1_1
33220,4,TSPB,100,200,19999,GreedyCycle2Regret_w1_1_start171,53219,GreedyCycle2Regret_w1_1
27045,4,TSPB,100,200,21070,GreedyCycle2Regret_w1_1_start172,48115,GreedyCycle2Regret_w1_1
31605,4,TSPB,100,200,20320,GreedyCycle2Regret_w1_1_start173,51925,GreedyCycle2Regret_w1_1
27886,4,TSPB,100,200,21310,GreedyCycle2Regret_w1_1_start174,49196,GreedyCycle2Regret_w1_1
32332,5,TSPB,100,200,19921,GreedyCycle2Regret_w1_1_start175,52253,GreedyCycle2Regret_w1_1
29601,4,TSPB,100,200,21168,GreedyCycle2Regret_w1_1_start176,50769,GreedyCycle2Regret_w1_1
32332,4,TSPB,100,200,19921,GreedyCycle2Regret_w1_1_start177,52253,GreedyCycle2Regret_w1_1
34321,4,TSPB,100,200,18892,GreedyCycle2Regret_w1_1_start178,53213,GreedyCycle2Regret_w1_1
27642,4,TSPB,100,200,20657,GreedyCycle2Regret_w1_1_start179,48299,GreedyCycle2Regret_w1_1
27893,4,TSPB,100,200,20496,GreedyCycle2Regret_w1_1_start180,48389,GreedyCycle2Regret_w1_1
27302,4,TSPB,100,200,20595,GreedyCycle2Regret_w1_1_start181,47897,GreedyCycle2Regret_w1_1
33092,4,TSPB,100,200,18657,GreedyCycle2Regret_w1_1_start182,51749,GreedyCycle2Regret_w1_1
27077,4,TSPB,100,200,20918,GreedyCycle2Regret_w1_1_start183,47995,GreedyCycle2Regret_w1_1
26429,4,TSPB,100,200,21932,GreedyCycle2Regret_w1_1_start184,48361,GreedyCycle2Regret_w1_1
27045,4,TSPB,100,200,21090,GreedyCycle2Regret_w1_1_start185,48135,GreedyCycle2Regret_w1_1
30293,4,TSPB,100,200,21460,GreedyCycle2Regret_w1_1_start186,51753,GreedyCycle2Regret_w1_1
30293,4,TSPB,100,200,21460,GreedyCycle2Regret_w1_1_start187,51753,GreedyCycle2Regret_w1_1
28752,4,TSPB,100,200,20332,GreedyCycle2Regret_w1_1_start188,49084,GreedyCycle2Regret_w1_1
33499,4,TSPB,100,200,18317,GreedyCycle2Regret_w1_1_start189,51816,GreedyCycle2Regret_w1_1
31253,4,TSPB,100,200,20325,GreedyCycle2Regret_w1_1_start190,51578,GreedyCycle2Regret_w1_1
31563,3,TSPB,100,200,19765,GreedyCycle2Regret_w1_1_start191,51328,GreedyCycle2Regret_w1_1
33299,4,TSPB,100,200,18659,GreedyCycle2Regret_w1_1_start192,51958,GreedyCycle2Regret_w1_1
31253,4,TSPB,100,200,20490,GreedyCycle2Regret_w1_1_start193,51743,GreedyCycle2Regret_w1_1
27642,4,TSPB,100,200,20657,GreedyCycle2Regret_w1_1_start194,48299,GreedyCycle2Regret_w1_1
28752,4,TSPB,100,200,20332,GreedyCycle2Regret_w1_1_start195,49084,GreedyCycle2Regret_w1_1
33139,4,TSPB,100,200,20355,GreedyCycle2Regret_w1_1_start196,53494,GreedyCycle2Regret_w1_1
34283,4,TSPB,100,200,18404,GreedyCycle2Regret_w1_1_start197,52687,GreedyCycle2Regret_w1_1
31253,4,TSPB,100,200,20431,GreedyCycle2Regret_w1_1_start198,51684,GreedyCycle2Regret_w1_1
25992,4,TSPB,100,200,21152,GreedyCycle2Regret_w1_1_start199,47144,GreedyCycle2Regret_w1_1
26765,3,TSPB,100,200,19452,NearestNeighborAny2Regret_w1_1_start0,46217,NearestNeighborAny2Regret_w1_1
24752,3,TSPB,100,200,20139,NearestNeighborAny2Regret_w1_1_start1,44891,NearestNeighborAny2Regret_w1_1
27420,2,TSPB,100,200,19125,NearestNeighborAny2Regret_w1_1_start2,46545,NearestNeighborAny2Regret_w1_1
28148,3,TSPB,100,200,20730,NearestNeighborAny2Regret_w1_1_start3,48878,NearestNeighborAny2Regret_w1_1
26863,3,TSPB,100,200,22026,NearestNeighborAny2Regret_w1_1_start4,48889,NearestNeighborAny2Regret_w1_1
27545,2,TSPB,100,200,20608,NearestNeighborAny2Regret_w1_1_start5,48153,NearestNeighborAny2Regret_w1_1
25205,3,TSPB,100,200,20957,NearestNeighborAny2Regret_w1_1_start6,46162,NearestNeighborAny2Regret_w1_1
31463,3,TSPB,100,200,18855,NearestNeighborAny2Regret_w1_1_start7,50318,NearestNeighborAny2Regret_w1_1
26765,3,TSPB,100,200,19452,NearestNeighborAny2Regret_w1_1_start8,46217,NearestNeighborAny2Regret_w1_1
26354,2,TSPB,100,200,20258,NearestNeighborAny2Regret_w1_1_start9,46612,NearestNeighborAny2Regret_w1_1
24745,3,TSPB,100,200,22351,NearestNeighborAny2Regret_w1_1_start10,47096,NearestNeighborAny2Regret_w1_1
30766,3,TSPB,100,200,19832,NearestNeighborAny2Regret_w1_1_start11,50598,NearestNeighborAny2Regret_w1_1
27049,3,TSPB,100,200,19490,NearestNeighborAny2Regret_w1_1_start12,46539,NearestNeighborAny2Regret_w1_1
28393,2,TSPB,100,200,20423,NearestNeighborAny2Regret_w1_1_start13,48816,NearestNeighborAny2Regret_w1_1
28214,3,TSPB,100,200,20134,NearestNeighborAny2Regret_w1_1_start14,48348,NearestNeighborAny2Regret_w1_1
28148,3,TSPB,100,200,20730,NearestNeighborAny2Regret_w1_1_start15,48878,NearestNeighborAny2Regret_w1_1
24752,3,TSPB,100,200,20139,NearestNeighborAny2Regret_w1_1_start16,44891,NearestNeighborAny2Regret_w1_1
25853,2,TSPB,100,200,19869,NearestNeighborAny2Regret_w1_1_start17,45722,NearestNeighborAny2Regret_w1_1
26863,3,TSPB,100,200,22026,NearestNeighborAny2Regret_w1_1_start18,48889,NearestNeighborAny2Regret_w1_1
25525,3,TSPB,100,200,19918,NearestNeighborAny2Regret_w1_1_start19,45443,NearestNeighborAny2Regret_w1_1
28558,2,TSPB,100,200,19783,NearestNeighborAny2Regret_w1_1_start20,48341,NearestNeighborAny2Regret_w1_1
26823,3,TSPB,100,200,20423,NearestNeighborAny2Regret_w1_1_start21,47246,NearestNeighborAny2Regret_w1_1
28558,2,TSPB,100,200,19783,NearestNeighborAny2Regret_w1_1_start22,48341,NearestNeighborAny2Regret_w1_1
27153,3,TSPB,100,200,21978,NearestNeighborAny2Regret_w1_1_start23,49131,NearestNeighborAny2Regret_w1_1
25063,3,TSPB,100,200,20290,NearestNeighborAny2Regret_w1_1_start24,45353,NearestNeighborAny2Regret_w1_1
28558,3,TSPB,100,200,19783,NearestNeighborAny2Regret_w1_1_start25,48341,NearestNeighborAny2Regret_w1_1
25014,2,TSPB,100,200,20124,NearestNeighborAny2Regret_w1_1_start26,45138,NearestNeighborAny2Regret_w1_1
25205,3,TSPB,100,200,20957,NearestNeighborAny2Regret_w1_1_start27,46162,NearestNeighborAny2Regret_w1_1
26863,3,TSPB,100,200,22026,NearestNeighborAny2Regret_w1_1_start28,48889,NearestNeighborAny2Regret_w1_1
26765,3,TSPB,100,200,19452,NearestNeighborAny2Regret_w1_1_start29,46217,NearestNeighborAny2Regret_w1_1
25073,2,TSPB,100,200,20341,NearestNeighborAny2Regret_w1_1_start30,45414,NearestNeighborAny2Regret_w1_1
26166,3,TSPB,100,200,20593,NearestNeighborAny2Regret_w1_1_start31,46759,NearestNeighborAny2Regret_w1_1
28582,3,TSPB,100,200,19639,NearestNeighborAny2Regret_w1_1_start32,48221,NearestNeighborAny2Regret_w1_1
26765,2,TSPB,100,200,19452,NearestNeighborAny2Regret_w1_1_start33,46217,NearestNeighborAny2Regret_w1_1
26385,3,TSPB,100,200,20336,NearestNeighborAny2Regret_w1_1_start34,46721,NearestNeighborAny2Regret_w1_1
26765,3,TSPB,100,200,19452,NearestNeighborAny2Regret_w1_1_start35,46217,NearestNeighborAny2Regret_w1_1
28558,2,TSPB,100,200,19783,NearestNeighborAny2Regret_w1_1_start36,48341,NearestNeighborAny2Regret_w1_1
25042,3,TSPB,100,200,24082,NearestNeighborAny2Regret_w1_1_start37,49124,NearestNeighborAny2Regret_w1_1
25307,3,TSPB,100,200,20932,NearestNeighborAny2Regret_w1_1_start38,46239,NearestNeighborAny2Regret_w1_1
30952,2,TSPB,100,200,20186,NearestNeighborAny2Regret_w1_1_start39,51138,NearestNeighborAny2Regret_w1_1
